
Video time	m	s	boosterSpeed km/h	boosterAlt km	shipSpeed km/h	shipAlt km
147.069989	7	4	0	0	8246	144
147.287485	7	4	0	0	8270	144
147.506802	7	4	0	0	8291	144
147.705497	7	4	0	0	8312	144
147.911309	7	4	0	0	8337	144
148.124724	7	5	0	0	8358	144
148.324661	7	5	0	0	8378	144
148.521936	7	5	0	0	8398	144
148.730405	7	5	0	0	841	144
148.926211	7	5	0	0	8440	144
149.137619	7	6	0	0	8461	144
149.342708	7	6	0	0	8486	144
149.550161	7	6	0	0	8508	144
149.81245	7	6	0	0	8534	144
150.055286	7	7	0	0	8557	144
150.209887	7	7	0	0	8557	144
150.209887	7	7	0	0	8557	144
150.209887	7	7	0	0	8557	144
150.209887	7	7	0	0	8557	144
150.209887	7	7	0	0	8557	144
150.209887	7	7	0	0	8557	144
150.209887	7	7	0	0	8557	144
150.209887	7	7	0	0	8557	144
150.209887	7	7	0	0	8557	144
150.209887	7	7	0	0	8557	144
150.209887	7	7	0	0	8557	144
150.209887	7	7	0	0	8557	144
150.209887	7	7	0	0	8557	144
150.209887	7	7	0	0	8557	144
150.209887	7	7	0	0	8557	144

